source_path,serviceName,seq,title,startDate,endDate,place,realmName,area,sigungu,thumbnail,gpsX,gpsY
period2,전시,246265,개방 수장고 개편,20201203,20261231,국립현대미술관 청주관,전시,충북,청주시,http://www.culture.go.kr/upload/rdf/23/05/show_202305231185612403.jpg,127.48991744317918,36.65544975133425
period2,공연,204025,늘근도둑이야기,20220305,20261231,아트포레스트 1관,연극,서울,종로구,http://www.culture.go.kr/upload/rdf/25/09/show_2025092617561683206.jpg,127.00309074973019,37.58248538026813
period2,전시,301234,기록으로 산책하기_서울의 공원,20231201,20260929,서울문화재단 본관,전시,서울,동대문구,http://www.culture.go.kr/upload/rdf/24/12/rdf_202412022124560550.jpg,127.03365593028,37.5715155220984
period2,전시,268367,전화기로 보는 전기통신의 역사,20240101,20260101,폰박물관,전시,경기,여주시,http://www.culture.go.kr/upload/rdf/24/02/show_202402214303006810.png,127.66630312345728,37.29365902835018
period2,전시,295604,숲의 멜로디,20240101,20260101,화성어린이복합문화센터 아이누리극장,전시,경기,화성시,http://www.culture.go.kr/upload/rdf/24/10/rdf_2024103021232371458.jpg,126.960801928149,37.2123338652106
period2,전시,295982,공룡AR트릭아트전,20240101,20261231,화성어린이복합문화센터 아이누리극장,전시,경기,화성시,http://www.culture.go.kr/upload/rdf/24/11/rdf_2024110121225855972.jpg,126.960801928149,37.2123338652106
period2,전시,269031,국립중앙박물관 기증관 재개관,20240112,20261231,국립중앙박물관,전시,서울,용산구,http://www.culture.go.kr/upload/rdf/24/02/show_2024021315381220366.png,126.98023689950804,37.52406305836529
period2,전시,269045,몬순으로 열린 세계: 동남아시아의 항구도시,20240130,20260201,국립아시아문화전당 문화정보원,전시,광주,동구,http://www.culture.go.kr/upload/rdf/24/02/show_202402131328018227.jpg,126.92005723156174,35.14704938925195
period2,전시,300722,의義로움으로 나라를 위해 일어난 사람들,20240531,20260531,호남호국기념관,전시,전남,순천시,http://www.culture.go.kr/upload/rdf/24/11/show_2024112916292810057.jpg,127.521381143829,34.9359616353105
period2,공연,323650,연극 행오버,20250101,20261231,"정극장 (구. M시어터, 구.하모니아트홀)",연극,서울,종로구,http://www.culture.go.kr/upload/rdf/25/05/show_2025051416144383133.jpg,127.0039624208614,37.58099871475106
period2,교육/체험,342884,2025 청운문학도서관 지역동아리 모집,20250113,20260131,청운문학도서관한옥열람실,교육/체험,서울,종로구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2025/202512/63198818c40a4a068d3f1b4d066b73ed.png,,
period2,전시,306759,계속 변화한다. 모든 것은 연결된다. 영원히 계속된다.,20250114,20260125,대구미술관,전시,대구,수성구,http://www.culture.go.kr/upload/rdf/25/01/show_202501151713269670.jpg,128.6743400801662,35.82702476034021
period2,전시,309531,바람 빛 물결 Wind Light Wave,20250207,20260315,전남도립미술관,전시,전남,광양시,http://www.culture.go.kr/upload/rdf/25/02/show_2025021216501707109.jpg,127.58885129381345,34.96769918650398
period2,전시,311670,2025 야외컨테이너전 [SHOW CON],20250225,20260118,오산시립미술관,전시,경기,오산시,http://www.culture.go.kr/upload/rdf/25/02/rdf_202502272153992188.jpg,127.07698043778016,37.16026452230766
period2,전시,315929,《생이 깃든 소나무》,20250226,20260630,성북구립미술관,전시,서울,성북구,http://www.culture.go.kr/upload/rdf/25/03/rdf_202503282154267987.jpg,126.99488186959195,37.59482890788785
period2,전시,341122,2025년 박물관 미술관 주간 「뮤지엄&times;만나다」 - 큰이빨부리고래 전신 골격,20250301,20261231,부산해양자연사박물관,전시,부산,동래구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202602/aa3635af7dad4cc3b4fac2820f853df3.png,129.075839921274,35.2218081163841
period2,공연,311360,[대학로] 써니텐,20250307,20260430,JTN 아트홀(구. 대학로예술마당) 1관,뮤지컬/오페라,서울,종로구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202603/99c49cbb84a74271b25842636c76233b.gif,127.00392822814803,37.57663790460003
period2,공연,335805,대학로 우리말 오페라 세비야의 이발사 공연,20250314,20260304,유니플렉스 3관(소극장),뮤지컬/오페라,서울,종로구,http://www.culture.go.kr/upload/rdf/25/07/show_2025072314115894673.jpg,127.00367090852491,37.58117441795211
period2,전시,315011,2025 소장품기획상설전 비(飛)물질: 표현과 생각 사이의 틈,20250320,20260628,경기도미술관,전시,경기,안산시,http://www.culture.go.kr/upload/rdf/25/03/show_202503241813330955.jpg,126.81407640381597,37.32580289466538
period2,공연,321400,[대구] 첼리스트 이명로 하우스 콘서트: 보이지 않는 정상을 향해,20250404,20260424,어연히하우스,음악/콘서트,대구,남구,http://www.culture.go.kr/upload/rdf/25/04/rdf_2025042821374059182.gif,128.5834116,35.8557069
period2,전시,319456,박수근작고 60주기 소장품 특별전《봄이오다 : 정림리에서 전농동까지》,20250408,20260302,양구군립 박수근미술관,전시,강원,양구군,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202601/21897ca9d10d49e880575bc4d148e723.png,127.98169771414179,38.0963564079577
period2,전시,315928,"산화코발트, 기증품에 스며든 푸른빛",20250408,20260628,국립부여박물관,전시,충남,부여군,http://www.culture.go.kr/upload/rdf/25/03/show_2025033111174756864.png,126.91910503507899,36.27642510908042
period2,전시,316545,[백남준아트센터] 전지적 백남준 시점,20250410,20260222,백남준아트센터,전시,경기,용인시,http://www.culture.go.kr/upload/rdf/25/04/show_202504012248043150.png,127.11037318643987,37.26927634736376
period2,전시,321668,[전시회] 유동룡미술관 세 번째 기획 전시 [미묘하게 열린 어둠 안에서 : 이타미 준],20250415,20260329,제주문화예술재단,전시,제주,제주시,http://www.culture.go.kr/upload/rdf/25/04/rdf_2025042921413399424.jpg,126.53401626914031,33.5031765885966
period2,전시,319540,네가 4시에 온다면 난 3시부터 행복할 거야,20250415,20260222,수원시립미술관,전시,경기,수원시,http://www.culture.go.kr/upload/rdf/25/04/show_2025041714295062984.jpg,127.01586583721596,37.28265312084571
period2,교육/체험,325790,《우리는 지구별 친구들》전시 연계 - 상설 체험 프로그램,20250417,20261231,경기도어린이박물관,교육/체험,,,http://www.culture.go.kr/upload/rdf/25/05/rdf_2025052621214824947.jpg,127.1096573598879,37.2673983419378
period2,전시,320900,"오백장군갤러리 홍정표, 현용준 기록사진전《섬의 시간, 삶의 기억》",20250419,20260223,오백장군갤러리,전시,제주,제주시,http://www.culture.go.kr/upload/rdf/25/04/rdf_2025042521432632484.jpg,126.66063982931932,33.44627328817981
period2,전시,358044,아기벌레의 여행 - 시메트리 행성으로,20250422,20260118,창원시립마산문신미술관,전시,경남,창원시,http://www.culture.go.kr/upload/rdf/25/11/rdf_2025112121243312629.jpg,128.5689782050479,35.20631542079396
period2,전시,369569,문신연대기 Moon Shin Chronology,20250422,20260830,창원시립마산문신미술관,전시,경남,창원시,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202602/a3d9cfc3367f471abe33d2f7fdb32627.jpg,128.5689782050479,35.20631542079396
period2,전시,320595,양구군립박수근미술관 어린이미술관 특별전《멍멍야옹야옹짹짹짹-박형진》展,20250422,20260412,양구군립 박수근미술관,전시,강원,양구군,http://www.culture.go.kr/upload/rdf/25/04/show_2025042317192836450.png,127.98169771414179,38.0963564079577
period2,전시,325772,2025년 독도박물관 특별전시회 &#39;어부지용&#39;,20250501,20260430,독도박물관,전시,경북,울릉군,http://www.culture.go.kr/upload/rdf/25/05/show_2025052710511794399.jpg,130.900879440631,37.48341291026794
period2,전시,322612,MMCA 서울 상설전《한국현대미술 하이라이트》,20250501,20260503,국립현대미술관 서울관,전시,서울,종로구,http://www.culture.go.kr/upload/rdf/25/05/show_20250581653291531.jpg,126.98010361777375,37.5786274905286
period2,전시,322613,내일 우리는,20250501,20260218,국립현대미술관 과천관,전시,경기,과천시,http://www.culture.go.kr/upload/rdf/25/05/show_202505816574919588.jpg,127.02007201176697,37.43135813689219
period2,전시,322622,마음_봄,20250502,20260227,국립현대미술관 서울관,전시,서울,종로구,http://www.culture.go.kr/upload/rdf/25/05/show_20250581744003455.jpg,126.98010361777375,37.5786274905286
period2,전시,329086,증인: 국경을 넘어(Witness: Beyond Borders),20250502,20260331,전일빌딩245,전시,광주,동구,http://www.culture.go.kr/upload/rdf/25/06/rdf_2025061321234546335.jpg,126.9187301,35.1483581
period2,전시,360042,석기이력서 - 가죽을 다루는 도구들,20250503,20260228,석장리박물관,전시,충남,공주시,http://www.culture.go.kr/upload/rdf/25/12/show_202512214393743335.jpg,127.189672100164,36.4475271757421
period2,전시,324554,"에디슨 생활의 발명: 도시의 밤, 소리의 여명",20250512,20260222,춘천문화재단,전시,강원,춘천시,http://www.culture.go.kr/upload/rdf/25/05/rdf_202505192118504786.jpg,127.7293584636881,37.87265351903014
period2,전시,325792,2025 기형도문학관 기획 전시 &lt;바람은 그대 쪽으로&gt;,20250513,20260510,기형도문학관,전시,경기,광명시,http://www.culture.go.kr/upload/rdf/25/05/show_202505279525932086.jpg,126.881589578314,37.4263597203956
period2,전시,326034,[도봉문화재단] 둘리뮤지엄 특별전 [K-라면과 구공탄],20250518,20260318,둘리뮤지엄,전시,서울,도봉구,http://www.culture.go.kr/upload/rdf/25/05/rdf_2025052721235186527.jpg,127.02762750651215,37.65242589615426
period2,전시,325793,"2025 기획특별전 &lt;어느 늦봄, 마음을 담다&gt;",20250520,20260104,성북선잠박물관,전시,서울,성북구,http://www.culture.go.kr/upload/rdf/25/05/rdf_2025052621214966711.jpg,126.99821095740796,37.59322523999696
period2,전시,332197,2025년 특별전시 &lt;사상의 탄생&gt;,20250520,20260130,사상생활사박물관,전시,부산,사상구,http://www.culture.go.kr/upload/rdf/25/07/rdf_2025070121262760467.jpg,128.97870843055503,35.17201447028614
period2,전시,325001,MMCA 다원예술 2025: 숲,20250523,20260115,국립현대미술관 서울관,전시,서울,종로구,http://www.culture.go.kr/upload/rdf/25/05/show_202505221421361979.jpg,126.98010361777375,37.5786274905286
period2,전시,326033,2025년 기획전 &lt;흥.화. 잊혀진 교실을 열다&gt;,20250527,20260222,용인시박물관,전시,경기,용인시,http://www.culture.go.kr/upload/rdf/25/05/rdf_2025052721235151590.jpg,127.15719669489366,37.27387730676141
period2,전시,327290,"[서울식물원] 2025년 서울식물원 기획 전시 [우리들의 자연, 행성적 공존]",20250527,20260524,서울식물원,전시,서울,강서구,http://www.culture.go.kr/upload/rdf/25/06/rdf_202506042123935071.jpg,126.83283944543928,37.57223989822923
period2,공연,325195,삼익 자일러 아티스트 시리즈,20250528,20260325,엠팟홀(삼익문화재단),음악/콘서트,서울,강남구,http://www.culture.go.kr/upload/rdf/25/05/rdf_202505212121792785.jpg,127.02954454215728,37.51404186119086
period2,전시,326563,제7회 수선화 정기전,20250529,20260604,의정부예술의전당,전시,경기,의정부시,http://www.culture.go.kr/upload/rdf/25/05/rdf_2025052921234548129.jpg,127.03418063410474,37.73352558367425
period2,전시,327927,"《크리스찬 히다카: 하늘이 극장이 되고, 극장이 하늘에 있으니》",20250605,20260510,서울시립미술관 북서울미술관,전시,서울,노원구,http://www.culture.go.kr/upload/rdf/25/06/show_20250691738659556.jpg,127.06685980156716,37.64066135905104
period2,전시,327890,2025 귀비고 기획전시 《달을 그리다》,20250613,20260531,포항문화재단,전시,경북,포항시,http://www.culture.go.kr/upload/rdf/25/06/show_202506914163198184.jpg,129.3685713632009,36.04374001764378
period2,전시,329949,양구인문학박물관 1관 상설전 &#39;이어짐의 시작(해인글방)展&#39;,20250614,20260421,양구인문학박물관,전시,강원,양구군,http://www.culture.go.kr/upload/rdf/25/06/rdf_2025061821233123515.jpg,127.98127117108689,38.12199453729949
period2,전시,331121,"2025년 서울우리소리박물관 기획전 &#39;한강, 소리로 흐르다&#39;",20250619,20260528,서울우리소리박물관,전시,서울,종로구,http://www.culture.go.kr/upload/rdf/25/06/rdf_2025062421234572719.jpg,126.98961333125155,37.57715107980459
period2,전시,332215,"한반도의 평화를 수호한 도시, 오산",20250621,20260511,유엔군초전기념관,전시,경기,오산시,http://www.culture.go.kr/upload/rdf/25/07/show_20250721038856901.JPG,127.049299433518,37.184494700717
period2,전시,333687,2025 어린이갤러리 기획전시《디자인 스페이스 유니버스》,20250627,20260301,광주시립미술관,전시,광주,북구,http://www.culture.go.kr/upload/rdf/25/07/rdf_2025071023231955274.jpg,126.88569893884143,35.18341644370536
period2,전시,332796,"[검단선사박물관] 구석구석, 유물이의 세상 나들이 展",20250701,20260510,인천검단선사박물관,전시,인천,서구,http://www.culture.go.kr/upload/rdf/25/07/rdf_202507072159938497.jpg,126.69868443,37.5944462097
period2,전시,335420,2025년 어린이실 테마전시 &#39;반구천의 암각화로 놀러 와!&#39;,20250701,20260630,울산암각화박물관,전시,울산,울주군,http://www.culture.go.kr/upload/rdf/25/07/rdf_2025072121322667468.jpg,129.170556025,35.6080622168
period2,전시,335474,박노해 사진전 &lt;산빛&gt;,20250704,20260329,라 카페 갤러리,전시,서울,종로구,http://www.culture.go.kr/upload/rdf/25/07/show_2025072212111809460.jpg,126.97302219031108,37.57929282016136
period2,전시,365855,2025년 제주추사관 기획전시 &lt;추사 김정희와 소치 허련&gt;,20250710,20260124,제주추사관,전시,제주,서귀포시,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202601/a7bb3ea8cac94ea897f129b1fdd0c1bf.png,126.27822024474047,33.24997523836544
period2,전시,335405,《테라폴리스를 찾아서》,20250711,20260222,경남도립미술관,전시,경남,창원시,http://www.culture.go.kr/upload/rdf/25/07/rdf_2025072121284145486.jpg,128.6908488376953,35.23946151632929
period2,전시,367298,"The New, The Crafts: 마음을 담다, 마음을 잇다",20250716,20260331,인천국제공항,전시,인천,중구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202602/cec1ec50533e430da0afbeccfa18d007.png,126.4620093,37.4424072
period2,전시,335422,"[공평도시유적전시관] 서울YMCA, 청년이 만든 시민의 역사",20250718,20260208,서울역사박물관,전시,서울,종로구,http://www.culture.go.kr/upload/rdf/25/07/rdf_2025072121322797072.jpg,126.97055200780038,37.57054807685902
period2,전시,336194,특별수장고: 국립현대미술관 드로잉·일본 현대 판화 소장품,20250722,20261231,국립현대미술관 청주관,전시,충북,청주시,http://www.culture.go.kr/upload/rdf/25/07/rdf_2025072421292200942.jpg,127.48991744317918,36.65544975133425
period2,전시,376891,부안역사문화관 기획전시 &lt;심청 위도에 피어나다 : 바다에 띄운 마음&gt;,20250725,20260531,재단법인 부안군문화재단(마실영화관),전시,전북,부안군,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202604/5f8e7d37f04a48f3adbfb0c9704a40eb.jpg,126.73671165,35.72707965
period2,전시,337309,"온라인 제주도립미술관 소장품 기획전 《판(版)에 박힌. 혹은, 판(版)을 넘은》",20250725,20260630,제주도립미술관,전시,제주,제주시,http://www.culture.go.kr/upload/rdf/25/07/rdf_202507302130689588.jpg,126.48963496144127,33.45259362658467
period2,전시,338987,황장목과 정선뗏꾼,20250730,20260531,아리랑박물관,전시,강원,정선군,http://www.culture.go.kr/upload/rdf/25/08/rdf_202508112128432134.jpg,128.671535894275,37.3763828455517
period2,전시,338232,MMCA×LG OLED 시리즈 2025 - 추수,20250801,20260201,국립현대미술관 서울관,전시,서울,종로구,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025080621294911874.jpg,126.98010361777375,37.5786274905286
period2,공연,372264,타임슬립 코믹연극 &lt;영시기&gt;,20250801,20261231,성수 소극장,연극,서울,성동구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202603/25e097a130c54809bded722782d6597b.png,127.05841108815514,37.53666653946389
period2,전시,350269,제주도립미술관 중정프로젝트 《우주목(宇宙木)》,20250805,20260510,제주도립미술관,전시,제주,제주시,http://www.culture.go.kr/upload/rdf/25/10/show_202510161635920727.png,126.48963496144127,33.45259362658467
period2,전시,338921,미술은행 20주년 특별전《돌아온 미래: 형태와 생각의 발현》,20250808,20260731,국립현대미술관 청주관,전시,충북,청주시,http://www.culture.go.kr/upload/rdf/25/08/show_2025081117472658878.jpg,127.48991744317918,36.65544975133425
period2,전시,373571,"《우리 이토록 작은 존재들 We, Such Fragile Beings》",20250809,20260808,포도뮤지엄,전시,제주,서귀포시,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202603/8e59b89398244083a65ecb6c2ca09bac.jpg,126.3859705,33.3192679
period2,공연,366899,"2025 국립경찰박물관 특별전 &lt;나의 영웅, 우리의 경찰&gt;",20250812,20260628,경찰박물관,전시,서울,종로구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202601/56a3350371ab4051ada4cc1ab5e51f61.jpg,126.96219170680568,37.57205486234706
period2,전시,340289,"2025년 박두진문학관 광복 80주년 기념 특별기획전 &lt;다시 찾은 빛, 청록집&gt;",20250812,20260331,박두진문학관,전시,경기,안성시,http://www.culture.go.kr/upload/rdf/25/08/rdf_202508182131477229.jpg,127.310829939508,37.0349822853468
period2,전시,344160,"한양도성 훼철, 한양의 경계를 허물다",20250812,20260308,한양도성박물관,전시,서울,종로구,http://www.culture.go.kr/upload/rdf/25/09/show_2025091015521190048.jpg,127.00850695695985,37.57285348574293
period2,전시,339644,SeMA 공용공간 프로젝트 《영원히 교차하는 춤》,20250813,20261231,서울시립미술관,전시,서울,중구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202603/97f52b7bd29048009113bc38d2f91910.jpg,126.97376336838333,37.56413824910192
period2,전시,340592,"고지도, 독도를 말하다",20250815,20260213,독도박물관,전시,경북,울릉군,http://www.culture.go.kr/upload/rdf/25/08/show_20250820140414158.jpg,130.900879440631,37.48341291026794
period2,전시,343418,임시의정원에서 국회로,20250815,20260111,국립대한민국임시정부기념관,전시,서울,서대문구,http://www.culture.go.kr/upload/rdf/25/09/show_202509416235160000.jpg,126.95441256756187,37.575998471603
period2,전시,343150,《백색 이후 1975-1995》,20250818,20260109,홍익대학교박물관,전시,서울,마포구,http://www.culture.go.kr/upload/rdf/25/09/show_2025090314444159850.jpg,126.92517842739213,37.55245855420456
period2,전시,344665,2025년 특별기획전 &#39;세계유산: 우리가 사랑한 반구천의 암각화&#39;,20250821,20260228,울산암각화박물관,전시,울산,울주군,http://www.culture.go.kr/upload/rdf/25/09/rdf_2025091221212552040.jpg,129.170556025,35.6080622168
period2,전시,342161,각角진 백자 이야기,20250826,20260621,국립중앙박물관,전시,서울,용산구,http://www.culture.go.kr/upload/rdf/25/08/show_202508289404894345.png,126.98023689950804,37.52406305836529
period2,전시,354401,만인산: 보존과 해체의 기록,20250826,20260823,국립민속박물관 파주,전시,경기,파주시,http://www.culture.go.kr/upload/rdf/25/11/show_202511511272110911.jpg,126.69390847888027,37.78666386359087
period2,전시,344677,時詩 : 시간의 시,20250828,20260125,울산시립미술관,전시,울산,중구,http://www.culture.go.kr/upload/rdf/25/09/rdf_2025091221212906751.jpg,129.32079629369278,35.55790321816667
period2,전시,345843,서천갯벌의 생명이야기 : 날개 아래 바다,20250829,20260329,국립해양생물자원관 씨큐리움,전시,충남,서천군,http://www.culture.go.kr/upload/rdf/25/09/rdf_2025091911525589009.jpg,126.67028822511342,36.01779628979888
period2,전시,373410,유휴공간 전시 《지구울림 - 헤르츠앤도우》,20250902,20260531,서울시립미술관 북서울미술관,전시,서울,노원구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202603/c1b9584959d6455cb8850200d7b5e779.jpg,127.06685980156716,37.64066135905104
period2,전시,343744,제1회 수성미디어아트페스타《한국근현대미술 프로젝트 #1》,20250904,20260104,국립아시아문화전당,전시,광주,동구,http://www.culture.go.kr/upload/rdf/25/09/rdf_2025090621202603603.jpg,126.92005723156174,35.14704938925195
period2,전시,342913,2025 석정문학관 기획전시「아무도 다치지 않는 마음」,20250905,20260331,석정문학관,전시,전북,부안군,http://www.culture.go.kr/upload/rdf/25/09/show_202509211291630850.jpg,126.734626545943,35.740630537747
period2,전시,342162,국립아시아문화전당 개관 10주년 기념 특별전시 《봄의 선언》,20250905,20260222,국립아시아문화전당 문화창조원 복합 1관,전시,광주,동구,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025082721193652240.jpg,126.92005723156174,35.14704938925195
period2,전시,366684,고희동미술관 재개관 6주년기념전시  「만고상청萬古常靑: 군자의 품격」,20250905,20261227,종로구립 고희동미술관,전시,서울,종로구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202601/603582085b0141128b2e8a9fb5319ba1.jpg,126.988895845689,37.5831462276504
period2,전시,344528,이강소 회고전 《曲水之遊 곡수지유: 실험은 계속된다》,20250909,20260222,대구미술관,전시,대구,수성구,http://www.culture.go.kr/upload/rdf/25/09/rdf_202509112123640580.jpg,128.6743400801662,35.82702476034021
period2,전시,344246,우연에서 영원으로: 김창열과 제주,20250909,20260302,제주도립김창열미술관,전시,제주,제주시,http://www.culture.go.kr/upload/rdf/25/09/rdf_2025091021205310535.jpg,126.26866208311382,33.33906783532018
period2,공연,340824,[부산] 웨딩브레이커,20250911,20260104,BNK부산은행 조은극장 1관,연극,부산,중구,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025081921202275491.jpg,129.0323193330811,35.09834125605269
period2,전시,367092,"바다를 달리던 나라의 배, 마도4호선",20250912,20260222,국립태안해양유물전시관,전시,충남,태안군,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202602/555ab6054715456e8492705af30eeb93.jpg,126.1514080596931,36.67719204736321
period2,전시,356101,2025 부산현대미술관 시네미디어_영화 이후,20250913,20260218,부산현대미술관,전시,부산,사하구,http://www.culture.go.kr/upload/rdf/25/11/show_2025111315274094780.jpg,128.9427422591895,35.10921642590141
period2,전시,362159,괴짜전 2025,20250913,20260228,K 현대미술관,전시,서울,강남구,http://www.culture.go.kr/upload/rdf/25/12/show_2025121215561938564.jpg,127.03916435972421,37.52437356921402
period2,전시,344806,김한용 아카이브 사진전〈꿈의 기록〉,20250915,20260315,국립아시아문화전당,전시,광주,동구,http://www.culture.go.kr/upload/rdf/25/09/rdf_2025091421221122023.jpg,126.92005723156174,35.14704938925195
period2,공연,380414,[뮤지컬] 써니텐,20250916,20260830,런던스테이지,뮤지컬/오페라,대전,서구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202605/a9f171acf94b4d099779dc7b3b355338.jpg,127.3763274,36.3496868
period2,전시,380747,"2025년 하반기 소래역사관 기획전시 &lt;좁은 선로, 넓은 이야기&gt;",20250916,20260531,소래역사관,전시,인천,남동구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202605/abaeeeb610fe48368c15957ad393dc81.png,126.73749072469401,37.39819025976956
period2,전시,343325,"한성 475, 두 왕의 승부수",20250916,20260222,국립공주박물관,전시,충남,공주시,http://www.culture.go.kr/upload/rdf/25/09/show_202509410511209522.png,127.11209320817734,36.46557056789943
period2,전시,345840,2025 대전시립박물관 특별전 &#39;꿈생원의 육아일기&#39;,20250918,20260227,대전시립박물관,전시,대전,유성구,http://www.culture.go.kr/upload/rdf/25/09/rdf_2025091911525469433.jpg,127.3347166,36.3359934
period2,전시,346709,2025 경기도자미술관 하반기 기획전 《호모 세라미쿠스》,20250919,20260222,경기도자미술관,전시,경기,이천시,http://www.culture.go.kr/upload/rdf/25/09/show_20250923113219062.jpg,127.42369294449533,37.27692221978697
period2,전시,366683,종로구립 박노수미술관 개관12주년 기념전시 「산수&middot;격물」,20250919,20261206,종로구립 박노수미술관,전시,서울,종로구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202601/e0a7e01144474b71b7e691bada7de617.jpg,126.96678911202187,37.5813162146987
period2,전시,346714,경기도자미술관 《아시아의 땅》,20250919,20260222,경기도자미술관,전시,경기,이천시,http://www.culture.go.kr/upload/rdf/25/09/show_2025092311284695202.jpg,127.42369294449533,37.27692221978697
period2,전시,346009,"오랑주리 - 오르세미술관 특별전: 세잔, 르누아르",20250920,20260125,예술의전당(한가람디자인미술관),전시,서울,서초구,http://www.culture.go.kr/upload/rdf/25/09/rdf_2025092121371209217.jpg,127.014213883,37.480240737
period2,전시,349994,대둔산 - 동학농민혁명 최후항전지,20250923,20260222,동학농민혁명기념관,전시,전북,정읍시,http://www.culture.go.kr/upload/rdf/25/10/show_2025101513523561967.jpg,126.82993402221507,35.63046500365298
period2,전시,347899,「도시기록법: 우리가 부평을 기억하는 방법」,20250923,20260621,부평역사박물관,전시,인천,부평구,http://www.culture.go.kr/upload/rdf/25/09/rdf_2025092921324115285.jpg,126.737906523,37.51214198
period2,전시,344503,시간의 공존 김해 대성동 고분군,20250923,20260222,국립김해박물관,전시,경남,김해시,http://www.culture.go.kr/upload/rdf/25/09/show_2025091515525933364.jpg,128.8734496276337,35.24294516621567
period2,전시,347380,장 미셸 바스키아 : 과거와 미래를 잇는 상징적 기호들,20250923,20260131,DDP 동대문디자인플라자,전시,서울,중구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202601/405c87a1607c4d6cb6f5ae0e674b47f9.jpg,127.00992120314844,37.56719962915536
period2,전시,361461,"2025 상주박물관 특별기회전 &#39;화령, 백두대간이 품은 마을&#39;",20250924,20260726,상주박물관,전시,경북,상주시,http://www.culture.go.kr/upload/rdf/25/12/rdf_2025120821315882450.jpg,128.24114218242642,36.46002785592129
period2,전시,348011,"전국광: 쌓는 친구, 허무는 친구",20250924,20260222,서울시립미술관 남서울미술관,전시,서울,관악구,http://www.culture.go.kr/upload/rdf/25/09/show_20250930178269006.jpg,126.97949210876725,37.4759852455232
period2,전시,338795,"탑이 품은 칼, 미륵사에 깃든 바람",20250924,20260201,국립익산박물관,전시,전북,익산시,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025080921282410652.jpg,127.02872140937096,36.0115670287172
period2,전시,347918,"어린이 기획전시《얼굴 쓱, 마음 톡》",20250925,20260308,울산시립미술관,전시,울산,중구,http://www.culture.go.kr/upload/rdf/25/09/rdf_2025092921324939844.jpg,129.32079629369278,35.55790321816667
period2,공연,342127,[부산] 행쇼,20250925,20260111,BNK부산은행 조은극장 2관,연극,부산,중구,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025082621203012338.jpg,129.0323193330811,35.09834125605269
period2,전시,367161,"HIP, KOREA! - 시대를 잇는 공예, 미래를 빚다",20250925,20260331,인천국제공항,전시,인천,중구,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202602/8e88892e2ea141f89313c7fd6cd56206.jpg,126.4620093,37.4424072
period2,전시,345313,[소마미술관] 조각의 숲 : 달밤 여행,20250926,20260208,소마미술관 2관,전시,서울,송파구,http://www.culture.go.kr/upload/rdf/25/09/show_2025091714443328783.jpg,127.118184522722,37.5168648654617
period2,전시,345335,[소마미술관] 조각이 꿈+틀(올림픽조각체험프로젝트#02),20250926,20260208,소마미술관 2관,전시,서울,송파구,http://www.culture.go.kr/upload/rdf/25/09/show_202509171449028626.jpg,127.118184522722,37.5168648654617
period2,전시,345311,[소마미술관] 더 드로잉 : 나에게 드로잉이란,20250926,20260208,소마미술관 1관,전시,서울,송파구,http://www.culture.go.kr/upload/rdf/25/09/show_2025091713481600015.jpg,127.115517876627,37.5203396980951
period2,전시,354089,Hi-story : 발달장애 아티스트 특별전,20250926,20260118,충청남도 역사박물관,전시,충남,공주시,http://www.culture.go.kr/upload/rdf/25/11/show_202511317485985954.jpg,127.1266698993039,36.45370793711146
period2,전시,347906,"머무르는 순간, 흐르는 마음",20250926,20260111,수원시립미술관,전시,경기,수원시,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202601/44508cea94694390a5a09c27eb477d3b.jpg,127.01586583721596,37.28265312084571
period2,전시,347904,공생,20250926,20260302,수원시립미술관,전시,경기,수원시,http://www.culture.go.kr/upload/ucms/oneCltInfo/2026/202601/3d7e3b446d1c43ceafd2145a8b2b0f33.jpg,127.01586583721596,37.28265312084571
