region_code,region_name,province,population,youth_ratio,elderly_ratio,single_household_ratio,event_count,program_diversity,free_event_ratio,youth_program_ratio,elderly_program_ratio,tourism_program_ratio,resident_program_ratio,museum_count,facility_type_count,museum_free_ratio,transport_info_ratio,festival_count,festival_type_count,festival_budget,visitor_total,bus_stop_count,facility_count,facility_per_10k,event_per_month,regular_program_score,public_transport_score,transport_weakness,rural_flag,rural_penalty,elderly_access_penalty,vulnerability_score,mismatch_raw,facility_national_count,facility_national_diversity
2635000000,부산광역시 해운대구,부산광역시,370920.0,9.35889140515475,32.47762320716057,30.0,113.0,7.0,0.3333333333333333,0.0,0.0,0.035398230088495575,0.0,9.0,2.0,0.6666666666666666,1.0,6.0,3.0,1269.0,4811654.0,2268.0,10.2,0.27499191200258816,9.916666666666666,1.0,48.20403825717322,51.79596174282678,0,0,100,33.95614018999074,68.06642174570146,6476,5
1168000000,서울특별시 강남구,서울특별시,552962.0,11.509289969292647,23.35730122503897,30.0,223.0,9.0,0.2692307692307692,0.013452914798206279,0.0,0.026905829596412557,0.008968609865470852,13.0,2.0,0.5384615384615384,1.0,2.0,1.0,3250.0,950249.0,983.0,13.4,0.24233129943829776,18.75,1.0,20.892667375132838,79.10733262486715,0,0,40,39.534014993644114,68.50735970481338,6476,5
1174000000,서울특별시 강동구,서울특별시,499058.0,8.79797538562652,27.144540313951488,30.0,41.0,7.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,1.0,1.0,665.0,455185.0,181.0,0.2,0.00400755022462319,3.5,1.0,3.846971307120085,96.15302869287991,0,0,40,54.67373321379804,63.119728442281655,6476,5
1130500000,서울특별시 강북구,서울특별시,278294.0,6.380302845192494,35.618087346475306,30.0,78.0,8.0,0.0,0.0641025641025641,0.0,0.01282051282051282,0.0,1.0,1.0,0.0,1.0,5.0,3.0,1265.0,191725.0,344.0,2.0,0.07186644340158249,6.916666666666667,1.0,7.311370882040382,92.68862911795962,0,0,100,62.96466541398174,61.45002496725818,6476,5
1150000000,서울특별시 강서구,서울특별시,548622.0,7.250347233614401,28.052283721761068,30.0,32.0,6.0,0.16666666666666666,0.0,0.0,0.03125,0.0,3.0,2.0,0.3333333333333333,1.0,1.0,1.0,498.0,180000.0,141.0,3.2,0.05832795622486885,2.75,1.0,2.9968119022316686,97.00318809776833,0,0,40,56.31292277639529,59.641582307997524,6476,5
1162000000,서울특별시 관악구,서울특별시,478154.0,4.959280901132272,25.839373925555364,30.0,17.0,6.0,0.4,0.11764705882352941,0.0,0.0,0.0,5.0,3.0,0.8,1.0,3.0,3.0,627.0,292579.0,75.0,5.6,0.11711707943465913,1.6666666666666667,1.0,1.5940488841657812,98.40595111583421,0,0,40,54.45395036449562,52.06740420266567,6476,5
1121500000,서울특별시 광진구,서울특별시,331136.0,6.906829822187863,26.298560108233477,30.0,51.0,7.0,0.5,0.0392156862745098,0.0,0.09803921568627451,0.0196078431372549,2.0,1.0,1.0,1.0,3.0,2.0,1605.0,1045041.0,225.0,2.6,0.0785175879396985,4.5,1.0,4.782146652497343,95.21785334750265,0,0,40,53.05822494455953,55.55768598730199,6476,5
1153000000,서울특별시 구로구,서울특별시,382652.0,6.996435403447519,30.348201499012156,30.0,24.0,6.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,1.0,1.0,0.0,1.0,3.0,3.0,942.0,196500.0,106.0,1.6,0.04181344929596605,2.25,1.0,2.252922422954304,97.7470775770457,0,0,100,59.594027642064546,59.64997639188536,6476,5
1154500000,서울특별시 금천구,서울특별시,222655.0,5.3495317868451195,31.332779412094947,30.0,25.0,6.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,2.0833333333333335,1.0,2.3379383634431457,97.66206163655686,0,0,100,60.75264441998282,56.62132790677037,6476,5
1135000000,서울특별시 노원구,서울특별시,481589.0,9.087416863757271,29.647687135711152,30.0,32.0,6.0,0.5,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,6.0,3.0,668.0,2045770.0,141.0,4.2,0.08721129427790086,3.1666666666666665,1.0,2.9968119022316686,97.00318809776833,0,0,40,58.27505008658353,66.36516855299926,6476,5
1132000000,서울특별시 도봉구,서울특별시,298571.0,7.02747420211608,35.47799350908159,30.0,19.0,5.0,0.5,0.0,0.0,0.10526315789473684,0.10526315789473684,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,84.0,3.0,0.10047861312719587,1.5833333333333333,1.0,1.785334750265675,98.21466524973432,0,0,100,66.19050235044627,59.74525638634489,6476,5
1123000000,서울특별시 동대문구,서울특별시,352299.0,6.635272879003347,27.969139849957,30.0,18.0,6.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,3.0,2.0,920.0,189850.0,79.0,0.6000000000000001,0.017030987882452123,1.75,1.0,1.6790648246546227,98.32093517534538,0,0,40,57.020991276812275,57.37576331458136,6476,5
1159000000,서울특별시 동작구,서울특별시,372327.0,6.73386566109898,27.33242552917194,30.0,13.0,4.0,0.5,0.0,0.0,0.0,0.07692307692307693,1.0,1.0,1.0,1.0,1.0,1.0,300.0,40000.0,57.0,1.2,0.03222973354067795,1.1666666666666667,1.0,1.2114771519659937,98.788522848034,0,0,40,56.52545436154516,56.85582008008389,6476,5
1144000000,서울특별시 마포구,서울특별시,356856.0,7.198421772367565,23.774575739233754,30.0,133.0,9.0,0.5,0.007518796992481203,0.0,0.06766917293233082,0.022556390977443608,1.0,1.0,1.0,1.0,4.0,3.0,1703.0,1548343.0,586.0,1.8,0.05044051382070079,11.416666666666666,1.0,12.454835281615303,87.5451647183847,0,0,40,45.23589329937061,55.75224875527101,6476,5
1141000000,서울특별시 서대문구,서울특별시,300236.0,7.271946069092314,28.10122703473268,30.0,295.0,7.0,0.1,0.006779661016949152,0.0,0.003389830508474576,0.003389830508474576,5.0,2.0,0.2,1.0,3.0,2.0,621.0,1191327.0,1301.0,5.6,0.1865199376490494,24.833333333333332,1.0,27.65143464399575,72.34856535600426,0,0,40,41.2122146543536,60.14938299676449,6476,5
1165000000,서울특별시 서초구,서울특별시,414486.0,11.024497811747562,23.729390136216903,30.0,870.0,10.0,0.5,0.016091954022988506,0.0,0.03908045977011494,0.0,9.0,2.0,1.0,1.0,4.0,1.0,4139.0,1538838.0,3836.0,9.8,0.23643741887542644,72.83333333333333,1.0,81.53028692879914,18.469713071200857,0,0,40,2.7036570118949492,67.2577914082063,6476,5
1120000000,서울특별시 성동구,서울특별시,274694.0,6.276802551202429,26.924141044216476,30.0,68.0,7.0,0.4147058823529412,0.04411764705882353,0.22058823529411764,0.04411764705882353,0.0,5.0,3.0,0.8,1.0,0.0,0.0,0.0,0.0,300.0,5.0,0.18202072123890584,5.666666666666667,1.0,6.376195536663125,93.62380446333688,0,0,40,52.84737295406509,53.61659345976774,6476,5
1129000000,서울특별시 성북구,서울특별시,422190.0,8.080485089651578,28.01676970084559,30.0,100.0,6.0,0.3333333333333333,0.21,0.0,0.03,0.05,9.0,2.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,441.0,9.0,0.21317416329140906,8.333333333333334,1.0,9.373007438894792,90.62699256110521,0,0,40,52.34832255439507,58.30999571849358,6476,5
1171000000,서울특별시 송파구,서울특별시,650505.0,8.884020876088577,25.69434516260444,30.0,176.0,7.0,0.2727272727272727,0.011363636363636364,0.0,0.028409090909090908,0.0,11.0,2.0,0.5454545454545454,1.0,2.0,2.0,1064.0,9133547.0,776.0,11.4,0.1752484608112159,14.833333333333334,1.0,16.49309245483528,83.50690754516472,0,0,40,45.1136951606399,62.756037628303275,6476,5
1147000000,서울특별시 양천구,서울특별시,422070.0,10.820480015163362,27.844907242874406,30.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,1.5833333333333333,1.0,1.785334750265675,98.21466524973432,0,0,40,56.80285350063845,70.19562155270202,6476,5
