region_code,province,region_name,population,supply_score,demand_score,access_penalty,mismatch_penalty,culture_gap_score,risk_level,region_type,main_reasons,policy_recommendations,cluster
4113500000,경기도,경기도 성남시 분당구,468368.0,24.48049671155939,55.503107693583715,64.20780131537624,83.21677260362713,66.0,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성,3
4812500000,경상남도,경상남도 창원시 마산합포구,174767.0,17.439849421865524,45.14362358000781,73.0240602312538,84.5770540937784,65.9,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
2872000000,인천광역시,인천광역시 옹진군,19376.0,17.427933177230955,36.93411294111063,93.02882672910762,76.81975953530439,65.8,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4812700000,경상남도,경상남도 창원시 마산회원구,174485.0,17.4399219368588,44.842214805242705,73.0240312252565,84.72271570409428,65.8,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4711300000,경상북도,경상북도 포항시 북구,273722.0,22.260730242021445,48.95000426421004,71.09570790319142,86.5338821169765,65.8,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4677000000,전라남도,전라남도 고흥군,59047.0,24.685509076687786,43.22523540978125,82.4807379208658,92.57021654810478,65.6,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4678000000,전라남도,전라남도 보성군,36691.0,30.425029422719795,44.34514578424728,87.82998823091208,93.26369991919256,65.5,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
2632000000,부산광역시,부산광역시 북구,260994.0,19.245962706604836,46.90976272898881,71.5364714529585,80.74330660977381,65.4,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4380000000,충청북도,충청북도 단양군,26623.0,26.330907361072782,41.77958887139426,86.86614927661233,90.27224006266759,65.2,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
5173000000,강원특별자치도,강원특별자치도 횡성군,45596.0,30.124390122747243,44.96420757657533,87.82272004016784,85.89619320747735,65.1,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4886000000,경상남도,경상남도 산청군,32672.0,28.752721368192244,43.22800186134114,85.93568084698452,91.7934660712079,65.0,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4479000000,충청남도,충청남도 청양군,30081.0,23.746182694710974,40.96429580190461,81.15402426536747,94.00102624190592,64.9,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4882000000,경상남도,경상남도 고성군,46849.0,31.654323233380303,44.54542426826883,82.52424307646723,100.0,64.8,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
5279000000,전북특별자치도,전북특별자치도 고창군,50148.0,29.530668068145367,43.824371636453485,81.34607496190233,99.05789447408063,64.8,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4812100000,경상남도,경상남도 창원시 의창구,208424.0,17.502306588894093,43.72473145792292,72.99907736444237,78.98059952259791,64.7,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
5178000000,강원특별자치도,강원특별자치도 철원군,39727.0,22.346939357643013,37.923404720389755,88.82955581911071,84.23044955144,64.7,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
5211300000,전북특별자치도,전북특별자치도 전주시 덕진구,307726.0,22.24714662994549,49.924443177177956,65.1011413480218,83.06974289189682,64.6,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,3
2772000000,대구광역시,대구광역시 군위군,22674.0,30.056583318443806,43.150628205108234,87.62029972256934,88.21990502739695,64.6,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4128700000,경기도,경기도 고양시 일산서구,276309.0,19.51115241635688,47.41480908696268,66.19553903345725,82.90089959616087,64.6,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4141000000,경기도,경기도 군포시,249770.0,23.635483891903306,43.662913859672756,81.55537073654367,78.44726402732982,64.5,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
5280000000,전북특별자치도,전북특별자치도 부안군,47009.0,27.13861397880079,41.68150889789986,83.45061179423952,91.8520713370729,64.4,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4888000000,경상남도,경상남도 거창군,58874.0,29.977523360577834,44.083712618697874,83.60941573547132,90.18782467904596,64.4,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4792000000,경상북도,경상북도 봉화군,28107.0,32.19651499022898,44.21527029312438,83.48696254801042,96.23595374319659,64.3,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4885000000,경상남도,경상남도 하동군,39703.0,28.85840266049375,42.34052761496627,84.28023085928815,90.63952496643465,64.2,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4182000000,경기도,경기도 가평군,62044.0,22.001183157852857,38.61031290019141,84.73406446268245,84.22743955334917,64.2,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4159700000,경기도,경기도 화성시 동탄구,428440.0,17.023234200743495,52.70816274866428,67.1907063197026,46.63948039299294,64.1,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,0
4874000000,경상남도,경상남도 창녕군,54536.0,31.46425303868036,43.63252213746682,83.23789070801351,94.82589972211166,64.1,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4889000000,경상남도,경상남도 합천군,38917.0,30.393962342143126,43.31844132612787,82.84985395793552,92.50765362084545,64.0,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
5274000000,전북특별자치도,전북특별자치도 장수군,21144.0,31.877902699681155,42.60127200146258,85.43162319217855,94.33109508113824,64.0,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
2920000000,광주광역시,광주광역시 광산구,384040.0,25.48510232381797,51.433936473478546,61.67630976122733,87.3569742961082,64.0,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성,3
4777000000,경상북도,경상북도 영덕군,32525.0,25.978845757917504,41.83720714965685,83.90814288705617,80.79399123516546,63.8,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
5271000000,전북특별자치도,전북특별자치도 완주군,100033.0,27.48809656582649,41.19259750336751,88.91549463615613,77.47825691472623,63.8,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
5273000000,전북특별자치도,전북특별자치도 무주군,23202.0,31.634615378777333,42.28483084846201,84.75104226506717,94.52142207430471,63.8,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4413100000,충청남도,충청남도 천안시 동남구,263552.0,19.74633518805063,45.898830791955774,66.10146592477975,81.28198187288577,63.8,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4790000000,경상북도,경상북도 예천군,53467.0,29.83857648914249,41.70557731982612,82.0135598400497,95.66266545073312,63.7,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4117300000,경기도,경기도 안양시 동안구,328926.0,21.327700201903255,47.48647695955578,65.4689199192387,78.91447233285602,63.6,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
1138000000,서울특별시,서울특별시 은평구,453398.0,25.422062054899243,52.04756414776396,69.63351311640375,65.18025208049114,63.6,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,3
4111700000,경기도,경기도 수원시 영통구,362168.0,19.902968244811877,47.23021177751236,66.03881270207526,73.64679473895723,63.5,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4687000000,전라남도,전라남도 영광군,53933.0,28.459803575465305,39.55152638947798,88.2143782510041,84.57209248427831,63.4,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4413300000,충청남도,충청남도 천안시 서북구,402306.0,24.046315537881654,49.63128821225624,64.38147378484734,77.65504483574051,63.3,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성,3
4311400000,충청북도,충청북도 청주시 청원구,186312.0,17.768059419984926,42.57879474748611,66.89277623200604,82.23374445820416,63.3,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4128100000,경기도,경기도 고양시 덕양구,483267.0,17.023234200743495,53.94348603169529,67.1907063197026,32.79404796082033,63.2,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,0
4111300000,경기도,경기도 수원시 권선구,360343.0,19.903187557082624,47.24643020075104,66.03872497716696,70.4016918053289,63.2,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4183000000,경기도,경기도 양평군,126746.0,26.609583841993064,43.27250322568423,82.25308463536005,73.82154547715987,63.2,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
2671000000,부산광역시,부산광역시 기장군,175273.0,31.315672152721906,45.12176815698944,80.83611158524494,84.03155457563376,63.2,주의,교통 취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4373000000,충청북도,충청북도 옥천군,50423.0,28.3732857581115,40.49652008012998,82.22985679133564,90.20918012678037,63.2,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
2647000000,부산광역시,부산광역시 연제구,211509.0,21.153244827377087,43.160742194375786,71.02860642611611,78.34600425603173,63.0,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4311200000,충청북도,충청북도 청주시 서원구,187416.0,17.766819802146728,42.35033844554467,66.89327207914131,79.15987168975721,62.9,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4471000000,충청남도,충청남도 금산군,48975.0,34.735122695756054,43.43829026289997,79.7935173404011,98.44181089413095,62.8,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4873000000,경상남도,경상남도 함안군,56985.0,34.38720705677471,43.24372798964271,81.20792270332625,95.81623672007892,62.8,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4887000000,경상남도,경상남도 함양군,35217.0,33.2513140264991,43.25282743649532,82.60595685486264,89.95233913134783,62.8,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4157000000,경기도,경기도 김포시,484047.0,29.79705906686119,55.41112297423152,53.73473641576349,87.90038937706959,62.8,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성,3
4111100000,경기도,경기도 수원시 장안구,270245.0,19.65633948833989,44.91794842596502,66.13746420466404,74.98619230041945,62.8,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
3120000000,울산광역시,울산광역시 북구,213772.0,21.398641527401054,43.998562185796104,63.34915125301407,88.06137285514193,62.7,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성,2
4679000000,전라남도,전라남도 화순군,60008.0,33.80536909466007,41.50119880346859,86.47785236213596,88.56321053899481,62.6,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4784000000,경상북도,경상북도 성주군,40552.0,29.992979173166514,40.67145711468952,83.53309525953254,86.30198290543709,62.6,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4775000000,경상북도,경상북도 청송군,23280.0,30.58845158108547,40.70395203370339,84.31509758223106,86.07332712522964,62.6,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
5218000000,전북특별자치도,전북특별자치도 정읍시,100683.0,29.92381424763213,41.373321669811645,79.14205772283876,90.5983316570705,62.5,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
4776000000,경상북도,경상북도 영양군,15969.0,33.01231349004202,41.41280370527511,83.04587162842527,91.01465183614768,62.4,주의,고령층 교통취약형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음; 대중교통 및 시설 접근성이 취약함,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성; 찾아가는 문화버스와 셔틀 연계,2
1174000000,서울특별시,서울특별시 강동구,499058.0,29.99154892830811,54.68488823212974,60.84928903654073,73.9156743788999,62.4,주의,시설·행사 부족형,문화시설 또는 행사 공급이 부족함; 월평균 문화행사 수가 낮음,작은 문화거점과 순회공연을 우선 배치; 월 2회 이상 기획 공연/전시 프로그램 편성,3
